Label,Line_0_1,Line_1_2,Line_2_3,Line_3_4,Line_0_5,Line_5_6,Line_6_7,Line_7_8,Line_0_9,Line_9_10,Line_10_11,Line_11_12,Line_0_13,Line_13_14,Line_14_15,Line_15_16,Line_0_17,Line_17_18,Line_18_19,Line_19_20
A,116.48,129.62,140.52,152.13,154.56,160.55,153.63,151.18,168.16,171.13,163.85,163.21,176.93,176.05,179.23,177.61,159.1,163.34,163.97,164.17
A,113.79,128.48,140.84,151.01,154.42,158.42,151.98,150.82,167.06,168.62,161.54,162.63,178.8,179.37,176.23,176.76,161.97,167.17,169.02,168.07
A,114.7,128.35,138.31,149.73,153.87,157.62,150.27,149.81,167.38,168.24,160.27,162.36,177.61,178.93,175.4,176.37,160.91,166.36,168.57,166.69
B,137.35,153.41,171.52,175.34,157.64,164.15,167.6,169.81,169.39,172.59,174.11,174.83,179.4,179.06,179.54,179.94,165.3,168.54,170.97,172.7
B,135.56,154.18,175.0,167.96,160.72,166.68,169.9,172.18,172.81,175.43,176.96,177.77,175.66,176.02,176.38,176.71,162.53,166.0,168.28,169.73
B,136.75,155.79,175.8,169.27,160.05,167.09,170.49,172.8,172.81,176.33,177.69,178.43,174.96,174.61,175.27,175.71,160.71,164.21,166.56,168.17
A,103.74,125.34,140.33,150.36,150.93,157.33,150.85,147.42,163.88,168.0,160.62,158.85,177.96,179.94,176.48,174.93,164.59,167.72,166.93,165.93
A,110.06,125.91,138.7,148.07,151.23,155.7,148.8,147.72,163.94,166.25,157.89,158.8,178.05,178.73,172.65,172.53,164.61,169.25,171.51,170.69
A,105.23,119.81,132.32,143.46,144.67,150.56,144.28,141.88,157.31,160.89,154.51,153.14,171.43,172.84,170.02,168.77,171.97,174.98,174.88,174.77
B,128.27,146.73,166.78,177.75,155.74,162.03,165.48,167.84,168.67,171.53,173.06,173.83,179.4,179.78,179.85,179.53,165.7,169.56,171.98,173.7
B,133.4,152.91,173.29,170.67,159.66,166.17,169.39,171.57,172.1,175.15,176.65,177.33,176.08,176.04,176.31,176.79,163.09,166.13,168.18,169.63
B,124.84,142.99,163.24,179.13,155.98,161.32,164.13,166.18,167.86,169.98,171.0,171.52,179.21,178.59,177.92,177.19,168.04,171.75,174.26,176.15
B,133.72,154.99,174.64,170.43,165.06,170.14,172.68,174.46,176.64,178.35,179.43,179.98,172.0,173.4,173.92,174.44,159.17,163.36,165.65,167.27
B,128.48,146.11,165.87,179.13,152.44,159.13,162.4,164.52,164.81,168.24,169.62,170.03,176.4,176.73,176.12,175.24,170.54,173.44,175.78,177.75
B,126.7,146.95,166.94,177.19,156.97,163.09,166.08,168.27,169.2,171.77,173.1,173.83,179.31,179.56,179.92,179.7,166.46,169.72,171.74,173.08
B,133.82,152.36,171.57,174.53,160.24,166.13,169.19,171.32,172.94,175.12,176.36,176.95,175.29,176.24,176.84,177.3,161.85,165.95,168.39,170.1
A,109.86,125.44,140.38,152.12,152.49,160.07,154.69,149.68,166.26,171.58,167.23,161.96,178.83,175.44,175.39,179.79,163.87,164.13,161.47,162.78
B,132.19,148.37,167.42,178.23,153.85,161.33,165.2,167.76,166.1,170.22,172.31,173.36,177.77,178.51,178.31,177.83,168.57,171.66,173.99,175.9
A,107.21,124.62,139.45,150.18,150.17,156.41,150.68,147.12,162.85,167.11,160.69,158.08,176.43,178.8,175.6,173.67,166.44,169.33,168.93,168.56
B,130.63,150.38,171.27,172.2,158.3,163.37,166.0,167.97,170.22,171.99,173.05,173.6,178.4,179.43,179.82,179.17,165.79,169.78,172.23,173.8
B,124.31,144.4,164.96,180.0,156.46,161.6,164.31,166.36,168.78,170.33,171.2,171.82,179.5,179.01,178.18,177.75,166.43,170.94,173.41,174.99
B,131.72,150.21,169.46,176.2,157.36,163.18,166.26,168.48,169.69,172.07,173.39,174.04,178.52,179.23,179.78,179.7,165.35,169.3,171.44,172.91
B,125.53,143.13,162.36,176.83,154.15,160.04,163.14,165.25,166.28,169.03,170.33,170.8,177.68,177.45,176.82,176.02,169.49,172.83,175.07,176.87
B,133.55,152.63,172.46,171.89,158.4,164.73,167.93,170.04,170.89,173.86,175.32,175.97,177.16,177.33,177.63,178.14,163.94,167.27,169.59,171.24
A,112.73,128.02,139.03,149.86,152.3,157.77,151.06,149.75,165.38,168.15,160.06,160.23,179.99,179.5,174.86,174.32,162.83,167.1,168.62,167.14
B,134.99,152.3,171.71,174.17,160.57,165.91,168.9,171.06,172.71,174.68,176.05,176.77,175.71,176.6,177.14,177.65,162.37,166.92,169.32,171.04
B,132.92,152.37,172.92,171.59,161.25,167.09,170.4,172.77,173.24,175.78,177.23,178.02,175.14,175.73,176.15,176.59,161.69,165.16,167.32,168.84
A,112.99,131.67,144.43,155.17,157.72,164.3,157.84,154.79,170.85,175.03,167.4,165.85,174.45,172.37,177.11,179.93,156.3,159.44,159.07,159.66
A,115.5,128.69,140.48,151.97,155.35,160.78,153.8,151.45,168.98,171.67,164.01,163.28,176.35,175.43,179.62,178.04,158.63,163.32,163.92,163.75
B,133.25,150.97,170.61,174.31,158.08,163.72,166.61,168.67,170.05,172.33,173.69,174.41,178.51,179.25,179.77,179.73,165.73,169.63,172.01,173.56
A,117.64,129.81,141.32,151.81,156.99,159.54,153.1,151.58,168.97,168.92,162.23,163.52,177.36,179.8,175.91,177.73,161.02,168.17,170.51,168.18
B,131.19,148.22,167.2,179.5,155.89,162.36,165.66,167.85,168.33,171.4,172.92,173.49,179.64,179.85,179.42,178.9,167.07,170.44,172.5,174.04
B,130.67,149.6,168.71,176.93,157.58,163.51,166.34,168.25,169.56,172.16,173.53,174.14,178.96,179.41,179.64,179.97,166.21,169.75,171.83,173.26
A,113.76,129.63,142.37,152.98,155.23,161.72,155.57,153.51,168.48,172.8,165.5,164.16,176.92,174.48,179.36,177.94,159.74,161.9,162.5,163.33
B,126.19,143.71,163.01,177.71,154.02,159.95,162.94,164.93,166.22,169.06,170.33,170.75,177.6,177.6,177.07,176.31,169.46,172.67,175.1,177.03
A,115.64,128.13,138.34,149.35,153.6,157.29,150.54,149.52,167.19,167.8,160.81,162.28,177.68,179.61,175.49,176.36,160.07,167.06,169.1,167.06
B,140.81,157.07,176.41,169.17,161.65,168.29,171.79,174.07,173.59,177.27,178.94,179.73,175.0,174.35,174.64,175.08,161.32,164.07,166.23,167.74
A,111.08,125.8,137.81,148.06,150.92,156.77,150.35,148.49,163.75,167.71,159.9,158.73,178.03,179.92,174.87,172.41,164.97,167.36,168.37,169.16
B,139.37,156.64,176.18,169.53,161.3,167.84,171.16,173.41,173.73,176.85,178.17,178.84,174.27,174.22,174.84,175.39,159.97,163.41,165.87,167.68
B,135.04,152.86,171.14,174.76,163.68,169.05,171.91,173.92,174.97,177.51,178.86,179.56,174.14,174.44,174.77,175.19,161.58,164.76,166.63,167.85
B,133.58,151.79,170.99,175.1,158.54,164.1,167.35,169.68,170.54,172.84,174.35,175.17,178.06,178.63,179.05,179.4,164.54,168.39,170.61,172.18
A,114.94,128.36,137.82,148.66,153.67,157.39,149.99,148.92,168.14,169.07,161.65,162.96,176.06,177.55,177.79,178.11,158.77,164.39,165.76,164.4
A,98.94,114.22,129.3,142.32,139.77,149.14,142.74,137.68,153.2,160.36,154.64,149.54,167.7,172.89,170.76,164.82,175.57,175.43,173.52,175.97
A,115.68,126.91,138.96,149.28,156.02,162.79,156.23,151.2,170.7,172.86,167.64,164.83,173.48,174.34,176.64,179.56,156.53,161.03,160.56,161.49
A,119.27,128.71,140.19,150.41,157.4,163.57,156.54,152.45,171.56,173.55,167.18,165.04,173.26,174.11,177.46,179.42,156.85,161.62,161.8,161.57
A,107.84,122.26,134.87,147.3,147.8,156.57,150.13,145.46,160.93,167.74,161.66,157.44,175.45,179.81,177.2,171.96,167.86,167.62,166.65,168.68
A,115.63,129.85,139.55,150.37,155.23,161.96,155.22,151.43,167.87,171.68,165.11,164.0,178.29,177.28,178.79,177.73,161.66,165.59,166.19,164.97
B,132.78,153.01,172.28,173.74,160.56,166.45,169.11,170.97,172.86,174.91,175.96,176.5,175.5,176.44,177.13,177.67,162.37,166.15,168.75,170.58
A,107.94,125.29,135.02,145.71,151.15,158.53,152.06,147.15,164.31,169.13,162.62,160.1,178.61,179.39,176.52,174.33,163.99,167.13,167.69,167.91
B,136.09,155.49,175.46,169.09,164.19,170.67,173.81,176.05,176.32,179.13,179.34,178.49,172.2,172.44,172.65,172.96,159.1,162.38,164.45,165.9
A,115.39,123.47,135.26,146.8,154.4,160.13,153.14,147.58,168.64,170.35,164.35,161.35,176.25,178.03,178.96,177.32,159.73,165.9,166.87,166.88
B,138.24,152.88,170.09,176.77,156.99,162.88,165.96,168.08,168.62,171.31,172.91,173.78,179.88,179.37,179.1,178.75,166.88,170.68,173.05,174.65
A,110.89,126.65,138.99,147.88,151.12,155.83,149.25,147.8,163.47,166.35,158.35,158.83,177.38,178.15,172.25,172.36,165.37,170.5,172.41,170.86
A,106.65,118.71,131.01,142.96,144.34,151.57,146.8,140.88,157.54,162.35,156.97,151.03,171.85,173.69,170.25,165.51,171.08,174.87,175.99,177.52
B,130.93,149.77,169.13,175.73,158.83,165.09,168.17,170.29,171.2,173.96,175.39,176.13,176.76,177.49,177.69,178.05,163.17,167.21,169.5,171.17
B,131.14,151.16,170.36,176.47,162.28,167.52,170.22,172.2,174.46,175.82,177.0,177.66,174.46,176.12,176.84,177.21,161.47,166.34,168.78,170.29
B,127.26,147.99,168.33,175.55,159.8,165.15,167.97,169.99,172.15,173.64,174.71,175.34,176.38,177.85,178.42,178.88,163.14,167.63,170.09,171.78
A,107.75,123.23,137.91,149.46,148.83,156.75,151.2,146.86,161.89,168.32,163.08,157.14,176.23,179.38,179.84,174.4,167.93,167.68,164.89,166.27
B,123.07,145.06,165.06,179.67,157.2,162.55,165.46,167.6,169.23,171.39,172.65,173.26,179.7,179.72,179.26,178.68,167.4,170.67,172.61,174.15
B,130.07,149.54,170.47,173.26,158.52,163.68,166.35,168.25,170.6,172.26,173.42,173.97,177.97,179.14,179.64,179.93,165.1,169.27,171.57,173.09
A,113.21,125.58,136.28,148.13,151.02,157.15,149.99,147.12,164.95,168.3,161.38,159.96,179.9,178.5,176.92,173.92,162.37,165.89,166.4,166.89
B,134.16,153.79,174.57,169.12,161.05,166.33,168.95,170.88,173.41,175.18,176.19,176.66,174.87,175.92,176.83,177.63,162.02,166.01,168.68,170.65
B,133.17,153.42,172.61,173.32,159.18,165.3,167.95,169.86,171.74,174.02,175.02,175.58,176.42,177.14,178.01,178.69,163.12,166.65,169.34,171.27
B,125.88,145.99,165.6,179.36,158.12,162.61,164.94,166.79,170.05,170.98,171.74,172.21,178.98,178.99,178.04,177.56,166.65,171.37,173.86,175.24
B,134.72,153.49,172.79,172.44,160.07,166.2,169.15,171.21,172.47,174.93,176.29,177.07,175.75,176.37,176.75,177.06,162.48,166.11,168.42,169.94
A,106.31,121.12,135.09,146.1,146.69,153.53,148.38,143.55,159.69,164.5,159.26,153.57,174.01,176.84,175.28,170.22,169.82,171.71,169.97,170.67
B,124.81,145.59,166.41,176.75,156.47,162.02,164.84,166.87,168.61,170.83,172.01,172.6,179.9,179.52,179.06,178.52,167.32,170.85,172.67,173.9
B,133.7,150.99,170.35,174.12,158.67,163.84,166.52,168.39,169.93,172.14,173.45,174.11,179.0,179.64,179.74,179.15,166.49,170.03,172.27,173.65
B,127.76,149.14,168.3,177.35,160.78,166.06,168.59,170.54,173.31,174.89,175.68,176.15,174.95,176.21,177.11,177.81,161.91,166.04,168.54,170.2
A,112.27,123.32,136.2,147.41,152.1,159.86,153.05,147.05,166.56,170.3,164.62,159.65,178.21,177.39,179.68,176.19,161.81,165.3,163.96,164.26
B,130.02,151.14,171.09,173.43,161.98,166.48,168.59,170.21,173.64,174.55,175.1,175.31,175.5,177.05,177.94,178.64,163.39,167.41,169.76,171.33
A,120.3,133.53,142.91,152.7,157.74,161.18,154.18,154.05,171.18,171.42,164.0,166.76,173.63,176.22,179.0,178.54,157.29,163.73,165.29,161.97
A,121.55,134.81,144.6,155.42,159.86,164.56,157.03,155.9,173.03,175.63,167.45,167.47,171.96,172.08,175.8,175.0,155.58,159.44,159.33,157.46
A,121.95,133.91,142.94,153.9,157.66,160.78,154.16,154.26,171.34,171.84,164.89,167.08,173.65,175.67,179.14,179.18,156.5,163.55,166.22,164.12
B,131.46,153.14,173.26,171.43,163.88,168.49,171.06,173.01,176.0,177.15,177.93,178.26,172.52,174.38,175.39,176.21,159.66,164.11,166.85,168.98
A,121.24,133.58,143.28,153.61,157.2,161.09,154.14,153.54,170.09,171.19,163.56,165.45,175.21,176.96,177.72,179.4,158.73,164.68,167.48,165.15
A,114.2,128.24,139.27,150.23,154.13,159.05,152.42,150.52,167.4,169.89,162.69,162.81,177.81,177.53,177.54,176.79,159.91,164.95,166.08,165.52
B,136.49,155.81,175.82,168.83,161.83,167.61,170.66,172.89,174.03,176.43,177.71,178.4,174.26,175.0,175.61,176.17,161.07,164.74,166.99,168.56
B,138.72,155.6,174.03,172.35,162.09,168.33,171.84,174.35,174.02,177.07,179.03,179.81,174.5,174.68,174.58,174.54,160.91,164.66,166.71,168.08
A,106.52,121.93,136.52,147.46,148.4,154.14,148.41,144.92,161.24,165.01,158.78,155.43,175.24,176.8,173.83,170.98,168.13,171.48,171.28,171.45
A,116.69,129.87,140.16,149.89,154.41,158.24,151.35,150.61,166.63,167.83,159.65,161.48,179.44,179.32,173.14,175.12,162.99,169.02,172.14,169.14
A,109.65,121.3,133.56,145.0,147.33,151.94,145.4,143.08,160.15,162.35,155.91,155.51,174.52,174.32,170.62,170.23,168.77,173.9,174.99,173.72
B,127.9,149.91,169.18,177.11,161.27,165.88,168.16,170.04,173.46,174.49,175.18,175.69,174.92,176.56,177.62,178.39,162.01,166.24,168.83,170.45
A,121.15,133.89,143.83,154.66,159.01,162.02,154.86,154.32,171.89,172.19,164.37,166.29,173.37,175.59,178.92,179.2,156.12,162.96,165.71,163.2
B,132.38,151.93,171.27,173.85,158.45,164.7,167.58,169.68,170.8,173.56,174.79,175.47,177.28,177.54,178.16,178.78,164.1,167.45,169.79,171.45
B,133.02,151.39,168.89,178.89,160.46,165.63,168.64,170.92,172.33,174.1,175.5,176.42,176.37,177.31,177.65,177.87,163.02,167.42,169.74,171.4
B,125.99,146.89,167.18,177.5,159.47,164.63,167.04,168.84,171.61,173.08,173.84,174.29,177.14,178.55,179.45,179.96,164.7,168.82,171.05,172.45
B,131.09,152.04,171.36,174.49,162.29,166.68,168.89,170.71,173.9,174.82,175.52,176.0,175.15,176.86,177.8,178.47,162.84,166.92,169.53,171.29
A,109.29,117.0,128.86,140.94,147.59,153.78,149.08,143.52,161.76,163.85,159.49,155.19,176.64,174.95,172.98,171.14,166.94,172.95,173.64,173.77
B,132.44,150.96,170.93,172.97,159.65,164.85,167.53,169.54,171.44,173.26,174.55,175.3,177.23,178.4,178.96,179.4,164.32,168.58,171.02,172.55
A,113.93,126.86,137.9,149.32,152.19,157.94,150.9,148.99,165.76,168.63,160.96,160.5,179.07,178.67,176.69,175.55,161.69,165.61,166.44,165.9
B,132.17,150.57,170.89,173.53,160.75,165.35,167.77,169.67,172.68,173.82,174.89,175.46,176.16,177.83,178.47,178.95,163.69,168.14,170.46,171.9
A,108.6,122.92,136.29,148.16,148.77,154.43,148.43,146.43,161.78,165.28,159.15,157.58,176.09,177.45,174.34,172.15,167.47,170.66,170.52,170.42
B,128.07,148.25,167.51,176.99,159.27,164.65,167.37,169.34,170.87,173.3,174.44,174.97,178.4,178.28,178.67,179.24,166.42,168.86,170.58,171.92
B,132.54,149.62,169.47,175.14,157.22,163.16,166.1,168.11,169.09,171.78,173.22,173.9,179.45,179.71,179.98,179.58,166.3,169.74,172.08,173.74
A,112.64,126.73,139.66,150.42,152.35,156.59,150.4,148.64,165.28,167.44,161.13,160.97,179.76,179.95,176.63,176.14,163.12,168.39,169.07,168.19
B,130.32,152.13,171.73,173.68,161.04,166.58,169.27,171.31,173.15,175.16,176.19,176.81,175.12,175.94,176.61,177.17,162.22,165.84,168.24,169.92
B,127.76,149.62,168.11,178.79,161.98,166.06,168.23,169.91,173.88,174.92,175.58,175.91,175.1,176.59,177.45,178.19,162.69,166.93,169.46,171.26
B,131.8,151.46,171.19,174.22,158.23,164.45,167.7,170.02,170.8,173.33,174.85,175.67,177.51,178.07,178.54,178.94,164.18,168.13,170.46,172.1
B,132.39,152.11,171.26,174.11,161.49,166.43,168.97,170.81,172.89,174.44,175.5,176.13,176.14,177.17,177.8,178.36,163.16,167.13,169.29,170.6
B,136.64,153.44,173.75,169.78,162.53,167.53,170.27,172.19,174.03,175.91,177.18,177.9,174.78,175.8,176.44,177.02,162.18,165.94,168.3,169.91
A,107.25,124.18,138.55,148.31,147.92,155.09,150.0,145.37,160.62,165.58,159.75,155.55,174.41,177.19,174.21,170.89,168.71,171.57,171.79,172.45
A,119.13,128.71,140.12,151.64,158.09,163.49,156.26,152.22,172.73,173.76,167.86,166.26,171.61,173.2,176.31,178.27,154.65,160.06,160.08,159.9
A,109.19,125.94,138.6,147.23,150.53,155.99,149.1,146.91,163.12,166.36,157.72,157.88,177.08,178.32,171.72,171.73,165.31,169.76,172.42,171.2
B,132.85,152.42,171.65,174.33,159.13,165.11,168.13,170.19,171.21,173.78,175.03,175.6,177.35,177.5,178.03,178.59,164.54,167.7,169.86,171.4
A,103.95,118.01,131.45,141.19,142.98,149.79,145.19,140.33,156.24,160.76,155.69,151.14,170.32,172.43,169.69,166.99,172.89,176.16,176.54,177.0
B,125.67,147.34,167.48,177.1,157.39,163.14,166.1,168.26,169.66,171.94,173.16,173.81,178.93,179.43,179.91,179.63,166.21,169.57,171.53,172.82
A,109.55,125.13,138.94,148.8,149.05,155.05,150.28,146.48,161.91,165.84,160.21,157.2,175.8,177.51,174.95,172.96,167.29,170.93,170.39,169.57
A,119.81,133.37,142.98,152.68,157.39,160.41,153.92,154.6,171.53,171.52,164.25,167.01,173.01,175.49,179.49,178.79,156.47,162.34,164.34,162.51
B,127.02,148.5,170.22,172.65,160.77,165.18,167.44,169.33,173.0,173.49,174.2,174.79,175.52,177.74,178.8,179.45,162.5,167.47,170.08,171.68
B,134.04,153.77,174.86,168.78,162.38,168.18,171.28,173.43,174.73,177.03,178.52,179.23,173.38,174.56,174.92,175.33,160.07,164.35,166.71,168.29
B,140.75,157.74,176.41,169.48,161.91,168.15,171.15,173.11,173.86,176.79,178.19,178.73,174.44,174.69,175.11,175.65,161.16,164.75,167.04,168.57
A,115.78,128.84,138.75,149.73,153.72,158.57,151.51,150.08,166.96,169.43,161.92,162.08,178.14,177.83,177.26,176.44,161.44,165.31,166.76,166.03
B,128.92,151.76,171.86,173.06,158.99,165.01,167.78,169.86,171.78,173.72,174.52,174.97,176.27,177.26,178.32,179.14,163.17,166.81,169.4,171.23
B,129.61,149.0,167.59,178.05,160.16,165.28,168.01,169.94,171.92,174.13,175.25,175.7,177.23,177.61,178.05,178.61,165.02,167.86,169.83,171.28
B,130.83,151.84,171.54,173.94,157.66,164.35,167.5,169.71,170.7,173.17,174.24,174.84,177.22,177.95,178.81,179.39,163.67,167.2,169.76,171.55
A,113.58,128.34,141.18,152.16,154.25,159.71,152.65,151.37,167.26,170.21,161.7,162.08,178.22,177.36,176.42,175.62,161.28,165.11,167.25,166.19
A,93.94,119.41,135.15,145.11,146.45,154.25,148.32,144.0,160.26,165.5,158.97,155.69,175.2,177.93,176.05,173.28,166.95,168.66,165.97,165.6
A,115.21,128.84,139.09,148.94,153.84,155.69,148.86,149.98,166.54,165.59,157.45,161.33,179.12,177.71,171.31,174.67,162.25,169.43,172.82,169.43
A,119.37,132.06,141.87,153.34,156.95,160.96,153.76,153.05,170.45,171.43,163.86,165.63,174.36,176.08,178.65,179.68,157.3,163.64,165.69,163.29
A,113.34,127.72,140.46,149.79,151.41,157.47,151.2,148.09,164.36,167.88,161.1,159.96,178.69,179.69,175.5,174.64,164.03,168.84,170.41,170.32
B,136.12,153.41,173.53,170.12,159.25,164.91,167.7,169.69,171.04,173.41,174.65,175.32,177.32,177.98,178.62,179.2,164.38,168.18,170.67,172.41
A,110.56,126.66,138.93,149.95,152.2,158.68,152.26,150.16,165.12,169.02,161.14,160.14,179.52,178.73,176.0,174.03,163.42,166.07,167.07,167.29
B,126.05,146.73,167.28,176.68,154.73,161.05,164.03,166.24,167.43,170.15,171.36,172.1,179.84,179.38,178.56,177.89,166.15,169.7,172.41,174.36
A,126.14,137.79,149.99,160.43,164.58,168.2,161.79,159.73,176.67,177.19,171.04,172.15,169.45,171.51,175.34,173.7,153.04,159.91,161.83,159.39
B,131.89,150.03,170.24,173.93,161.96,166.16,168.58,170.48,173.24,174.39,175.41,176.0,175.96,177.56,178.23,178.75,163.35,167.65,169.95,171.38
A,124.55,136.61,145.95,157.51,160.61,166.61,159.43,158.42,173.78,177.99,170.13,169.72,171.19,169.42,173.73,175.13,154.5,156.8,156.65,156.41
B,122.93,143.3,163.31,179.02,160.66,165.99,168.75,170.8,172.45,174.75,175.91,176.58,176.9,177.01,177.48,177.97,164.84,167.74,169.56,170.84
A,115.8,130.15,141.04,153.05,155.55,160.4,153.87,152.53,169.13,171.39,165.1,165.25,175.92,176.15,179.78,179.36,159.39,163.96,164.54,163.54
B,124.72,149.09,168.6,176.99,160.31,165.88,168.51,170.41,173.07,174.71,175.5,175.86,174.89,176.3,177.31,178.14,161.71,165.97,168.75,170.71
A,114.44,128.68,139.13,150.37,153.59,158.27,151.41,150.3,167.22,169.12,161.38,161.83,177.73,178.19,176.91,176.45,160.81,165.56,166.57,165.11
A,112.81,124.56,137.69,149.37,150.18,157.08,150.93,147.29,163.47,167.59,161.36,158.72,178.3,179.95,176.84,174.35,164.62,168.05,167.73,167.31
A,109.37,118.57,131.29,142.7,147.42,154.96,148.94,143.07,160.87,164.02,158.6,155.32,175.17,174.44,171.18,169.58,168.47,174.18,175.89,175.95
A,114.37,127.53,138.02,148.84,151.95,156.7,149.96,148.88,165.44,167.03,159.72,160.88,179.5,179.73,174.58,174.86,162.62,167.68,169.74,168.32
A,116.14,126.42,138.41,148.45,154.16,161.39,154.88,149.24,168.37,171.77,166.09,161.52,176.65,175.86,178.81,177.14,160.23,163.88,163.03,163.0
A,113.89,128.3,138.69,149.61,154.01,157.83,150.53,150.11,167.15,168.52,160.12,161.57,178.13,179.03,175.31,175.99,161.35,165.61,168.01,167.14
B,131.56,150.91,171.09,173.52,161.21,167.22,170.17,172.23,173.16,175.58,177.07,177.87,175.6,176.14,176.46,176.86,162.79,166.38,168.53,170.03
B,130.87,150.39,170.04,175.05,160.89,166.22,168.93,170.92,172.83,174.51,175.77,176.48,176.08,177.42,177.91,178.27,163.1,167.67,169.91,171.28
B,131.24,148.99,167.64,178.69,159.19,164.37,167.06,169.03,171.25,172.92,173.96,174.51,177.46,178.75,179.57,179.89,164.77,169.07,171.49,173.02
B,127.24,148.72,168.04,176.4,164.22,167.94,169.5,170.77,175.16,175.86,176.24,176.44,174.71,176.72,177.74,178.45,163.3,167.79,170.1,171.59
B,136.99,156.0,175.21,170.14,164.9,170.82,173.72,175.73,176.68,179.17,179.4,178.7,172.54,172.79,173.2,173.64,160.05,163.24,165.24,166.57
B,130.11,151.42,171.34,174.13,158.21,164.43,167.37,169.43,171.06,173.47,174.5,174.99,177.2,177.97,178.79,179.41,164.35,167.98,170.38,171.99
A,110.29,122.87,133.19,143.58,149.31,156.01,148.33,144.77,162.63,165.74,157.7,157.27,177.64,177.45,172.59,172.29,165.22,170.08,171.11,169.33
A,112.06,126.6,140.67,152.95,152.39,159.17,153.2,149.86,165.31,170.11,164.25,160.73,179.69,177.53,179.68,176.79,163.52,165.11,164.01,165.17
A,112.27,125.6,138.65,150.12,151.93,156.78,150.26,148.83,164.76,167.5,160.73,160.93,179.33,179.91,176.48,176.11,163.57,167.85,168.22,167.15
A,114.58,129.43,142.0,152.03,154.0,159.89,153.35,151.64,166.94,170.27,162.71,162.14,178.61,177.25,177.56,175.53,161.77,165.29,166.22,165.51
B,133.72,152.4,171.56,174.36,162.57,168.19,171.24,173.45,174.39,176.37,177.53,178.09,174.08,174.9,175.6,176.36,160.24,164.26,166.6,168.43
A,118.96,131.48,141.11,151.69,156.98,159.37,151.97,152.26,169.86,169.47,161.25,164.4,175.46,178.12,175.75,178.45,158.89,165.37,168.53,165.57
A,107.93,122.81,134.51,145.81,147.91,154.2,147.43,145.07,160.92,164.62,156.86,155.46,175.22,176.71,171.72,169.66,168.09,171.09,172.22,172.29
A,117.33,129.62,139.77,150.12,153.79,157.36,151.31,150.75,166.98,167.19,160.49,162.75,178.0,179.69,174.75,176.22,161.48,167.8,170.06,167.74
A,133.25,143.59,155.98,166.58,169.67,174.01,167.33,165.48,178.3,176.2,177.18,177.5,164.43,164.63,168.87,168.65,148.28,153.65,155.22,153.49
B,126.03,148.04,168.69,175.89,159.26,164.47,167.18,169.25,171.13,172.97,174.05,174.68,177.77,178.49,179.06,179.55,165.5,168.87,170.84,172.08
A,110.47,125.08,135.86,146.1,149.35,154.49,147.48,145.48,162.0,164.12,155.83,156.54,176.23,175.9,170.14,170.68,167.18,171.75,174.35,172.91
A,110.21,125.48,138.73,148.88,151.54,156.11,149.9,147.67,164.7,167.07,160.39,159.74,179.18,179.36,176.23,175.76,163.72,168.68,168.9,167.52
